;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205,20;205;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;146;146;205;205;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;146;146;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,20;205,20;205;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,20;205,20;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,20;205;205;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205,20;205,20;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;146;146;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;146;146;205;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,20;205;205,20;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205,20;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;146;146;205;205;144;144;144;144;144;144;144;;;;;;144;144;144;144;144;144;144;;;;;;144;144;144;144;144;144;144;205;205,20;205;146;146;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205;144;205;205;205;205,215;205;144;144;144;144;144;144;144;205;205;205,215,10;205,10;205,10;144;144;144;144;144;144;144;205;205,215,10;205;205;205,10;144,135;205,20;205,20;205;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,20;205;205;144;205;205,20;205,215;205,215;205,215;205;205;205,10;205,10;205;205;205;205;205,20,215;205,215,10,14;205,215;205,10;205;205;205;205;205;205;205;205,215;205,20,215;205,20,215;205;205,10;144;205;205;205;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;146;146;144;205;205,20,215;205,215;205,214;205,215;205,20,215;205;205,10;205,20;205;205;205;205,215;205,20,215;205,20,214,34;205,20,215;205,215,10;205;205;205;205;205;205,20;205,215;205,215;205,214;205,215;205,215;205,10,14;144;146;146;205;205;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205,20;205,20;205;205,215;205,20,215;205,214;205,214;205,20,214;205,215;229;230;231;232;233;234;205,215;205,214;205,20,214;205,214;205,215,10;229;230;231;232;233;234;205,20,215;205,20,214;205,214;205,214;205,215;205,215,34;205;205;205;205,20;205,20;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205;205,215;205,215;205,20,214;205,214;214,91;205,20,214;205,214;249;250;251;252;253;254;205,20,214;205,214;205,91;205,214;205,214,10;249;250;251;252;253;254;205,214;205,214;214,91;205,20,214;205,214;205,215;205,215;205;205,20;205,20;205,20;205;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;144,154;144;144;144;144;205,215;205,215;205,214;205,214,303;205,214;205,215;269;270;271;272;273;274;205,20,215;205,20,214;205,214,303;205,214;205,215;269;270;271;272;273;274;205,215;205,214;205,214,303;205,214;205,215;205,215;144;144,114;144,135;144,114;144,135;144;144;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;144;144;205,215;205,214;205,215;205,215;289;290;291;292;293;294;205,215;205,20,215;205,20,214;205,215;205,215;289;290;291;292;293;294;205,215;205,215;205,214;205,215;144;144;144;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;144;144;205,215;205;309;310;311;312;313;314;205,19;205,215;205,215;205,215;205;309;310;311;312;313;314;205;205,215;144;144;144;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144,135;144;144,134;144,154;144,155;144;144,114;144;144;205;205;205,215;146;146;144;144;144;144,114;144;144;144;144;144;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205,20;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205,20;205,20;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;146;146;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,20;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205,19;205,20;205,20;146;146;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205,19;205,19;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;146;146;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205,20;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205;205;205,20;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;144;144;205,31;205,31;205;205,284;144;205,305;205;205;205;205;205;205;205;205;144;144;144;144;144;144;144;144;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,19;205;146;146;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;144;144;205;205,31;205,31;205;205,304;144;205;205;205,20;205,20;205;205;205;205,20;205;205;205;205;205;205;205;205;205;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,205;144,205;144,205;144,205;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;205;205,20;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;144;144;205,31;205;205;205,31;205;205;161,20;205,20;205;205;205,20;205,20;205;205,20;205;205;205,20;205;205;12;13;205;205;205;205;205;205;205;205,10;205,10;205;205;144;205,10;205;205;205;205;205,164;205,163;205;205,163;205,164;205,164;205;205,287;205;205,287;205,286;205;205;205,284;205,285;144,307;205;205;205,215;205,215;205,215,214;205,215;205,215;205;205,20;205,19;205,20;205,20;205;205;205;205;205,113;144;205;205,20;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;144;144;205;205,31;205;205;205;205;205,20;205,20;205;205,111;205;205,71;205;205;205;205,138;205;205,20;205,20;205,20;32;33;205;205;205;205;205,20;205;205;205,10;205;205;205;144;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205,304;205,305;144;205;205,215;205,215;205,214;205,214;205,214;205,215;205,215,19;205;205,19;205,20;205,78;205,79;205;205;205;205,113;144;146;146;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;144;144;205;205;205,51;205,20;205,20;205;144;144,154;144,155;144,155;144;144;144;144;144;144;144;144;205;205;205;52;53;52;53;205;205;205,20;205;205;205;205;205,20;205,20;205;205;205,20;205,20;205;205;205;205;205;205;205;205,20;205,20;205;205;205;205,19,20;205;205;205;205;205;205,215;205,215;205,215,214;205,214;91;205,214;205,215,214;205,215;205,215;205,14;205;205,98;205,99;205,78;205,79;205;205;205,215;205,215;205,215;205;205;205;144;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;144;144;205;205;205;205,20;205,20;205;144;144;;;;;;;;;;;144;144;144;144,114;144,115;144,135;144;144;144;205;205;205;205,20,190;205;205;205;205,20;205,20;205;205;205,20;205;205;205;205;205;205;205;205;205,20;205,20;205;205;205;205,19;205,19;205,20;205;205;205;205,215;205,215;205,214;205,214;205,214;205,215;205,215;205;205,54;205;205,118;205,119;205,118;205,119;205,139;205,140;205,215;214,138;205,215;205;205,96;205;144;;;;;;;;;;;;;;;;;;;
144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,135;144;144;144;144;144;205,20;205,20;205,20;205,20;205;205;144,135;144;;;;;;;;;;;;;;;;;;;;144;144,115;144;144;144;144;144,134;144;144;144,115;144,115;144;205;205;205;144,135;144,114;144,115;205;205;205;205;144,154;144,155;144;205;205,19;205,19;144;144;144,134;144,115;144;205,215;205,215,281;205,215,214,281;205,215;205,215,281;144,115;144,134;144,154;144,155;144;144;144;144;144;144;144;144;144;144;144;144;144;;;;;;;;;;;;;;;;;;;
144;205,215,285;205,214;205,215;205,215;205,215;205,215,214;205,215;205,215;205;205;205;205;205;205,31;205,31;205,304;205,305;205;205;144;171,205;205;205;205;205;205;205;144,114;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;205;205,111;205;205,111;205;205;205;205,71;205,71;205,51;205;205;205;205;205,111;205;144;;;;144;144;144;144;144;144;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;205,305,214,20;205,214;15;16;17;205,214;205,214;205,215;205,215,20;205,20;172;173;205;205;205,31;205;205;205;205;144;205;205;205,20;205,20;205;205;144;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;205,214;91;55;56;57;91;205,214;205,214;205,215;205,215,20;192;193;205;205;205,31;205,20;205,20;205,20;205;205;205;205;205,20;171,205;171,226,205;144,134;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144,114;205,214;205,214;75;76;77;205,214;205,214;205,215,71,215;205,111,215;205;205;205,111;205;162,161;161;205,20;205,20;205;205,94;205,95;205;205;205;205;144,155;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144,134;141,135;141;141;141;141;141;141;141;141,154;141,134,115;141,114;141;141,115;141,155;141;141;141;144;141;141;144;144;144;144;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
