;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;174;174;174;174;174;174;174;174;174;174;174;229;230,10;231;232;233;234;174;174;174;174;174;174;174;11;215;12;13;215;11;174;174;174;174;174;174;174;174;174;174;123;123;123;123;123;123;123;123;123;123;123;143;143;123;123;123;123;123;174;174;174;174;174;174;174;174;174;126;126;126;126;126;126;126;174;174;174;174;174;174;174;174;123;123;;;;;;123;123;214;214;214;214;214;215;174;123;123;126;126;174;174;174;174;123;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;123;123;183;174;174;174;174;174;174;249;250,10;251;252;253;254;174;174;174;174;174;174;174;31;215;32;33;215;31;174;174;174;174;174;174;174;174;174;174;174;174,305;174,305;174,305;174,305;123;123;123;123;123;123;123;123;123;123;123;174,305;174,305;174;174;174;174;174;174;174;174;174;174;174;174,163;174,163;174;174;174;174;174;174;91;91;174;174;174;174;123;123;;;123;123;123;174;214;91;91;91;214;174;174;174;174,163;174;174;174;174;174;174;123;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;174;174;174;174;174;269;270;271;272;174,273;174,274;174;174;174;174;174;174;174;51;194;52;53;194;51;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174,305;174,305;174,305;174;174;174,163;174,163;123;123;123;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;123;123;123;123;174;174;174;215;214;214;214;215;174;174;174;174;174;174;174;174;174;174;123;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;174;174;174;174;289;290;291;292;174,293;174,294;174;174;174;174;123;123;123;123;123;123;123;123;123;123;123;123;123;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174,163;174,163;174,163;174;174;174;126;126;126;126;126;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;123;10;10;174;174;174;174;215;214;215;174;174;174;174;174;174;174;174;123;123;123;123;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;174;174;174;309;310;311;312;313;174,314;174;174;123;123;123;;;;;;;;;;;;123;123;123;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174,305;174,305;174,305;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;10;162;174;174;174;174;215;214;215;174;123;123;123;123;123;123;123;123;123;123;123;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;183;183;123;123;123;123;123;123;123;123;123;123;;;;;;;;;;;;;;;;123;123;123;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;123;123;123;123;123;123;123;123;174;174;174;174;174;30;162;174;174;174;174;174;215;174;123;123;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;123;123;174;174;174;174;174;174;174;174;174;123;123;123;123;123;123;123;123;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174,287;174,286;174,286;174,287;174,287;174,286;174,305;174;174;174;174;174;174;162;174;174;174;174;174;174;123;123;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;123;174;174;174;174;174;174;174;174;174;174,287;174,287;174,287;174,287;174,305;174,305,10;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;215;174;174;174;174;174;174;174;174;174;174;174;174;174,162;174;174;174;174;174;123;123;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;123;123;123;123;174;174;174;174;174;174;174;174;174;10;174;174;123;123;126;126;126;126;123;123;174;174;174;174;174;215;214;215;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;123;123;123;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;174;174;174;174;174;174;174;174;10;174;123;123;;;;;;;;123;174;174;174;215;214;90;214;215;174;174;174;123;123;123;123;183;183;183;123;123;123;123;123;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;123;174;174;174;174;174;174;10;123;123;;;;;;;;;123;123;174;215;215;214;110;214;215;215;174;123;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;123;123;123;123;123;123;123;123;;;;;;;;;;;123;123;123;123;123;123;123;123;123;123;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
